Player,From,To,Years,Pos,Ht,Height,Wt,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS,All Star,All NBA,All ABA,All Rookie,All Defensive,BLK Champ,STL Champ,TRB Champ,AST Champ,Scoring Champ,Most Improved,Sixth Man,DPOY,ROY,AS MVP,CF MVP,Finals MVP,MVP,Championships,NBA 75 Team,ABA All-Time Team
Tony Delk,1997,2006,10,G,6-1,6.083333333333333,189.0,545,9.1,2.5,1.9,40.8,34.3,76.9,45.9,13.7,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Dellavedova,2014,2021,8,G,6-3,6.25,200.0,447,5.5,1.8,3.7,38.6,36.4,84.0,47.4,9.8,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fennis Dembo,1989,1989,1,F,6-5,6.416666666666667,215.0,31,1.2,0.7,0.2,33.3,0.0,80.0,33.3,7.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Larry Demic,1980,1982,3,F-C,6-9,6.75,225.0,206,4.7,3.9,0.5,45.9,0.0,58.0,45.9,8.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dell Demps,1994,1997,4,G,6-3,6.25,205.0,20,3.0,0.5,0.5,50.0,33.3,76.2,51.2,14.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Dempsey,1955,1959,5,G,6-2,6.166666666666667,190.0,315,5.0,3.6,2.3,40.7,27.9,66.1,44.1,12.4,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luol Deng,2005,2019,15,F,6-9,6.75,237.0,902,14.8,6.1,2.3,45.6,33.2,76.9,48.5,15.4,74.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Dennard,1982,1984,3,F,6-8,6.666666666666667,220.0,95,2.8,3.0,1.0,42.9,30.0,64.4,43.5,9.3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaine Denning,1953,1953,1,G,6-2,6.166666666666667,175.0,1,5.0,4.0,0.0,40.0,27.9,100.0,44.1,18.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Dentmon,2012,2013,2,G,5-11,5.916666666666667,185.0,8,3.3,1.0,1.3,33.3,14.3,66.7,36.7,3.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randy Denton,1972,1977,6,C,6-10,6.833333333333333,240.0,413,11.5,8.6,1.3,47.3,21.4,77.9,47.3,17.3,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rod Derline,1975,1976,2,G,6-0,6.0,175.0,107,4.8,0.8,0.7,41.9,27.9,78.6,44.1,12.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Derrickson,2019,2019,1,F,6-7,6.583333333333333,249.0,11,4.2,1.2,0.1,48.5,50.0,80.0,63.6,19.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Deutsch,1967,1967,1,G,6-1,6.083333333333333,170.0,19,1.1,1.1,0.8,16.7,27.9,45.0,44.1,2.4,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corky Devlin,1956,1958,3,G,6-5,6.416666666666667,195.0,210,7.1,2.1,2.1,36.6,27.9,74.2,44.1,11.7,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernie DiGregorio,1974,1978,5,G,6-0,6.0,180.0,312,9.6,2.0,5.1,41.5,27.9,90.2,44.1,12.2,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Donte DiVincenzo,2019,2022,4,G,6-4,6.333333333333333,203.0,201,9.0,4.6,2.5,41.5,34.7,76.6,51.4,12.6,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mamadi Diakite,2021,2022,2,F,6-9,6.75,228.0,27,3.7,3.4,0.4,47.1,7.7,68.0,47.7,11.9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Derrick Dial,2000,2004,5,G,6-4,6.333333333333333,184.0,82,3.1,1.6,0.8,37.2,19.0,67.2,38.6,12.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheick Diallo,2017,2022,6,F,6-8,6.666666666666667,219.0,183,5.2,4.1,0.4,59.6,28.6,77.4,59.7,17.0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamidou Diallo,2019,2022,4,G,6-5,6.416666666666667,202.0,207,8.4,3.9,1.1,47.5,27.7,63.4,49.9,13.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boris Diaw,2004,2017,14,F-C,6-8,6.666666666666667,250.0,1064,8.6,4.4,3.5,49.3,33.6,71.7,52.4,12.9,51.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Yakhouba Diawara,2007,2010,4,G-F,6-7,6.583333333333333,225.0,187,3.5,1.4,0.7,35.7,30.1,65.0,45.0,6.1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guillermo Díaz,2008,2008,1,G,6-2,6.166666666666667,192.0,6,0.8,0.3,0.2,25.0,0.0,60.0,25.0,9.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Dickau,2003,2008,6,G,6-0,6.0,190.0,300,5.8,1.4,2.5,40.1,34.1,83.1,46.0,12.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaniel Dickens,2004,2008,5,F,6-8,6.666666666666667,215.0,19,1.2,0.6,0.1,40.0,33.3,75.0,47.5,9.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Dickerson,1976,1977,2,G,6-4,6.333333333333333,190.0,23,2.0,0.2,0.8,36.6,27.9,62.5,44.1,6.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Dickerson,1999,2003,5,G-F,6-5,6.416666666666667,190.0,212,15.4,2.9,2.6,43.2,40.2,78.4,48.3,13.4,9.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clyde Dickey,1975,1975,1,G,6-3,6.25,185.0,58,2.8,1.1,0.8,35.0,13.3,76.2,35.5,5.5,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrek Dickey,1974,1978,5,F,6-7,6.583333333333333,218.0,321,6.1,4.9,1.1,47.0,23.4,74.5,45.3,13.2,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Dickey,1952,1952,1,G,6-1,6.083333333333333,175.0,45,2.8,1.8,1.1,29.4,27.9,68.1,44.1,9.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Dickson,1968,1968,1,C,6-10,6.833333333333333,240.0,21,1.7,1.6,0.1,35.9,14.2,61.5,35.9,8.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Diener,2006,2010,5,G,6-1,6.083333333333333,175.0,179,4.8,1.4,2.4,38.8,35.3,84.7,49.5,12.5,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorgui Dieng,2014,2022,9,C,6-10,6.833333333333333,252.0,597,7.5,5.7,1.3,50.0,36.7,79.1,52.6,16.4,30.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connie Dierking,1959,1971,13,F-C,6-9,6.75,222.0,706,10.0,6.7,1.5,41.7,17.7,69.7,48.4,13.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coby Dietrick,1971,1983,13,F-C,6-10,6.833333333333333,220.0,842,6.1,4.5,2.1,46.2,19.4,73.5,46.3,12.6,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Dill,1968,1968,1,C,6-11,6.916666666666667,215.0,65,6.8,5.8,0.5,38.3,0.0,67.0,38.3,9.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dwaine Dillard,1976,1976,1,F,6-6,6.5,230.0,3,1.3,3.0,0.7,33.3,23.4,100.0,33.3,7.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Dillard,1982,1982,1,G,6-3,6.25,170.0,33,2.2,0.5,1.0,36.7,0.0,65.2,36.7,7.0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Dille,1947,1947,1,F,6-3,6.25,190.0,57,5.2,3.0,0.7,19.7,23.4,66.7,45.3,10.9,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hook Dillon,1950,1950,1,F,6-3,6.25,180.0,22,1.6,3.0,0.2,18.2,23.4,72.7,45.3,10.9,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Dinkins,1990,1991,2,G,6-1,6.083333333333333,170.0,45,3.4,1.2,2.1,40.6,11.1,87.2,40.9,9.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackie Dinkins,1972,1972,1,F,6-5,6.416666666666667,210.0,18,2.5,1.1,0.4,41.5,23.4,55.0,45.3,13.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Dinnel,1968,1968,1,G-F,6-4,6.333333333333333,200.0,11,1.7,2.1,0.5,31.6,28.6,87.5,31.6,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Dinwiddie,1968,1972,5,F,6-7,6.583333333333333,220.0,220,4.4,3.3,0.6,36.9,23.4,61.0,45.3,8.2,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Dinwiddie,2015,2022,8,G,6-5,6.416666666666667,215.0,387,13.0,3.0,5.0,41.1,32.2,79.1,48.1,15.4,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ike Diogu,2006,2012,7,F,6-8,6.666666666666667,250.0,225,6.0,3.1,0.3,50.9,50.0,78.6,51.0,15.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeSagana Diop,2002,2013,12,C,7-0,7.0,300.0,601,2.0,3.7,0.4,42.7,16.7,46.7,42.8,9.8,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Dischinger,1963,1973,11,G-F,6-7,6.583333333333333,189.0,652,13.8,5.6,1.8,50.6,28.6,75.8,47.1,16.3,56.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fred Diute,1955,1955,1,G,6-3,6.25,210.0,7,1.6,1.9,0.6,9.5,27.9,58.3,44.1,-2.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlade Divac*,1990,2005,16,C,7-1,7.083333333333333,243.0,1134,11.8,8.2,3.1,49.5,23.5,69.2,50.0,17.7,96.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Dixon,2003,2009,7,G,6-3,6.25,164.0,436,8.4,1.9,1.8,41.3,34.1,83.3,46.1,12.8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Dodd,1950,1950,1,F,6-5,6.416666666666667,175.0,9,1.7,3.0,0.7,22.2,23.4,60.0,45.3,10.9,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Doleac,1999,2008,10,C,6-11,6.916666666666667,262.0,587,4.9,3.3,0.6,43.9,12.5,79.1,43.9,10.8,12.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Joe Dolhon,1950,1951,2,G,6-0,6.0,175.0,77,6.4,1.4,2.3,31.1,27.9,73.4,44.1,10.3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Doll,1947,1950,4,F-C,6-5,6.416666666666667,195.0,196,8.4,5.5,1.4,28.6,17.7,66.2,48.4,13.6,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Donaldson,1981,1995,15,C,7-2,7.166666666666667,275.0,957,8.6,7.8,0.8,57.1,14.2,73.2,57.1,13.8,62.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Dončić,2019,2022,4,G-F,6-7,6.583333333333333,230.0,264,26.4,8.5,8.0,45.7,33.7,73.7,52.8,24.3,29.0,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bob Donham,1951,1954,4,G-F,6-2,6.166666666666667,190.0,273,6.7,3.9,2.6,48.0,28.6,50.7,47.1,14.2,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Donovan,1988,1988,1,G,5-11,5.916666666666667,171.0,44,2.4,0.6,2.0,40.4,0.0,81.0,40.4,8.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Donovan,1950,1950,1,G,6-2,6.166666666666667,180.0,45,5.6,1.8,0.8,32.7,27.9,68.9,44.1,10.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keyon Dooling,2001,2013,13,G,6-3,6.25,196.0,728,7.0,1.3,2.2,41.6,34.9,79.9,46.7,11.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Djordjevic,1997,1997,1,G,6-2,6.166666666666667,198.0,8,3.1,0.6,0.6,50.0,71.4,80.0,65.6,12.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacky Dorsey,1978,1981,4,F,6-7,6.583333333333333,230.0,60,2.4,2.4,0.3,38.9,23.4,54.4,38.9,8.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Dorsey,2009,2015,7,F,6-8,6.666666666666667,268.0,130,2.6,3.9,0.4,53.4,0.0,37.5,53.4,12.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Dorsey,1972,1972,1,F,6-4,6.333333333333333,200.0,1,4.0,5.0,0.0,25.0,0.0,0.0,25.0,-3.0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Dorsey,2018,2019,2,G,6-5,6.416666666666667,183.0,104,6.7,2.3,1.3,38.9,35.0,66.9,47.8,10.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luguentz Dort,2020,2022,3,G,6-3,6.25,215.0,139,13.3,3.5,1.5,39.5,33.3,79.7,48.2,10.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayo Dosunmu,2022,2022,1,G,6-5,6.416666666666667,200.0,77,8.8,2.8,3.3,52.0,37.6,67.9,58.5,11.2,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damyean Dotson,2018,2022,5,G,6-5,6.416666666666667,210.0,213,7.5,2.5,1.5,41.7,34.5,71.1,50.4,10.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devon Dotson,2021,2022,2,G,6-2,6.166666666666667,185.0,22,2.4,0.6,1.0,50.0,18.8,55.6,53.4,13.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quincy Douby,2007,2009,3,G,6-3,6.25,175.0,143,4.1,1.1,0.7,38.9,31.2,88.4,44.8,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Douglas,1987,1987,1,G,6-3,6.25,195.0,8,1.8,1.8,2.1,29.2,0.0,0.0,29.2,5.7,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Douglas,1982,1983,2,G,6-2,6.166666666666667,170.0,67,6.7,1.4,2.2,46.1,31.1,66.3,48.5,12.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Douglas,1977,1983,7,F-C,6-10,6.833333333333333,230.0,456,7.9,6.5,1.1,49.5,0.0,60.1,49.5,11.9,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherman Douglas,1990,2001,12,G,6-0,6.0,180.0,765,11.0,2.2,5.9,48.4,26.7,67.8,49.5,15.1,32.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toney Douglas,2010,2017,8,G,6-2,6.166666666666667,195.0,394,7.6,2.2,2.3,40.4,35.4,82.4,48.6,13.2,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Douglas-Roberts,2009,2015,7,G,6-7,6.583333333333333,200.0,222,7.1,2.1,1.1,43.9,32.9,83.1,47.1,11.5,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekou Doumbouya,2020,2022,3,F,6-8,6.666666666666667,230.0,96,5.6,2.8,0.7,38.8,25.6,69.3,44.0,6.9,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonny Dove,1968,1972,5,F,6-7,6.583333333333333,198.0,222,11.1,6.0,1.0,45.7,22.2,64.7,45.9,14.0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Dover,1972,1972,1,G,5-7,5.583333333333333,155.0,4,2.0,0.0,0.3,33.3,40.0,73.7,44.4,10.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zabian Dowdell,2011,2011,1,G,6-3,6.25,191.0,24,5.0,0.8,2.1,40.8,30.0,94.1,42.0,11.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Downey,1948,1948,1,C,6-6,6.5,210.0,3,0.0,4.1,0.0,0.0,14.2,62.5,45.9,11.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Downing,1974,1975,2,C,6-8,6.666666666666667,225.0,27,2.4,1.5,0.4,31.8,14.2,55.0,45.9,9.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dowtin,2022,2022,1,G,6-3,6.25,185.0,9,2.1,2.0,1.1,30.8,11.1,100.0,32.7,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Doyle,1963,1963,1,F,6-8,6.666666666666667,200.0,4,4.0,2.0,0.8,50.0,23.4,80.0,45.3,22.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Doyle,2018,2018,1,G,6-4,6.333333333333333,185.0,10,3.4,1.8,1.0,27.7,17.4,50.0,31.9,5.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ Dozier,2018,2022,5,G,6-6,6.5,205.0,105,6.4,3.0,1.8,40.7,31.9,67.3,47.1,10.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Dozier,1990,1990,1,F,6-9,6.75,210.0,9,2.4,1.7,0.3,33.3,0.0,50.0,33.3,5.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goran Dragić,2009,2022,14,G,6-3,6.25,190.0,888,13.7,3.1,4.8,46.0,36.2,76.7,51.7,16.7,56.3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zoran Dragić,2015,2015,1,G-F,6-5,6.416666666666667,200.0,16,1.8,0.5,0.3,36.7,21.4,60.0,41.7,8.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Dreiling,1987,1997,11,C,7-1,7.083333333333333,250.0,474,2.1,2.1,0.4,46.7,33.3,64.9,46.9,7.4,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Drew,1999,2004,6,G,6-2,6.166666666666667,185.0,243,4.4,1.2,2.2,38.2,37.1,83.0,45.1,9.6,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Drew,1975,1985,11,G-F,6-6,6.5,205.0,739,20.7,6.9,1.7,47.0,17.5,74.8,47.1,20.7,68.9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Drew,1981,1991,11,G,6-1,6.083333333333333,170.0,714,11.4,1.8,5.2,46.7,29.1,79.8,47.5,14.0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Drew II,2015,2018,4,G,6-2,6.166666666666667,180.0,22,2.9,0.8,2.5,32.9,20.0,66.7,37.2,4.1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clyde Drexler*,1984,1998,15,G,6-7,6.583333333333333,210.0,1086,20.4,6.1,5.6,47.2,31.8,78.8,49.5,21.1,135.6,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Nate Driggers,1997,1997,1,G,6-5,6.416666666666667,215.0,15,2.4,1.5,0.4,30.2,0.0,71.4,30.2,6.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Driscoll,1971,1975,5,F,6-7,6.583333333333333,215.0,274,4.1,4.1,0.8,41.9,23.4,69.4,41.9,10.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predrag Drobnjak,2002,2005,4,C,6-11,6.916666666666667,270.0,278,7.9,3.5,0.8,42.5,34.0,79.9,44.0,12.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralph Drollinger,1981,1981,1,C,7-2,7.166666666666667,250.0,6,2.5,3.2,2.3,50.0,14.2,25.0,50.0,5.3,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Drummond,2013,2022,10,C,6-10,6.833333333333333,279.0,718,13.8,13.3,1.4,54.0,13.2,47.3,54.1,21.8,67.7,2,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis DuVal,1975,1976,2,G,6-3,6.25,175.0,50,1.9,0.6,0.7,36.1,27.9,66.7,44.1,11.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Duarte,2022,2022,1,G,6-6,6.5,190.0,55,13.1,4.1,2.1,43.2,36.9,80.4,50.7,12.3,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Duckett,1958,1958,1,G,6-1,6.083333333333333,185.0,34,3.9,1.6,1.4,34.2,27.9,88.9,44.1,8.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Duckworth,1987,1997,11,C,7-0,7.0,275.0,684,11.8,5.8,0.9,46.8,20.8,73.6,46.8,11.9,24.7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Charles Dudley,1973,1979,7,G,6-2,6.166666666666667,180.0,361,5.3,3.0,3.4,49.7,27.9,67.2,44.1,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Dudley,1988,2003,16,C,6-11,6.916666666666667,235.0,886,3.9,6.2,0.4,41.2,0.0,45.8,41.2,10.7,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Dudley,2008,2021,14,G-F,6-6,6.5,237.0,904,7.3,3.2,1.5,46.3,39.3,73.2,54.8,12.5,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Terry Duerod,1980,1983,4,G,6-2,6.166666666666667,180.0,143,6.7,1.1,1.2,46.2,32.9,67.2,47.5,12.1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bob Duffy,1947,1947,1,F,6-4,6.333333333333333,175.0,17,1.1,3.0,0.0,21.9,23.4,71.4,45.3,10.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob Duffy,1963,1965,3,G,6-3,6.25,185.0,94,4.3,1.1,1.8,39.6,27.9,64.9,44.1,10.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Duhon,2005,2013,9,G,6-1,6.083333333333333,185.0,606,6.5,2.3,4.4,39.3,36.3,78.4,48.8,10.8,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duje Dukan,2016,2016,1,F,6-9,6.75,220.0,1,6.0,4.0,1.0,20.0,40.0,67.6,30.0,4.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Duke Jr.,2022,2022,1,G,6-5,6.416666666666667,205.0,22,4.7,3.0,0.8,36.1,24.3,81.0,40.3,10.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walter Dukes,1956,1963,8,C,7-0,7.0,220.0,553,10.4,11.3,1.1,36.9,14.2,70.0,45.9,14.4,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Dumars*,1986,1999,14,G,6-3,6.25,190.0,1018,16.1,2.2,4.5,46.0,38.2,84.3,49.8,15.3,86.2,6,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Rich Dumas,1969,1969,1,G,6-3,6.25,170.0,1,2.0,1.0,0.0,20.0,27.9,73.7,20.0,-19.4,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard Dumas,1993,1996,4,F,6-7,6.583333333333333,200.0,102,10.6,3.4,1.1,50.9,23.1,69.4,51.1,15.9,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Dumas,1995,1998,4,G,6-6,6.5,190.0,156,7.3,1.3,1.2,40.4,32.7,60.8,45.4,12.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Duncan,1949,1951,3,F-C,6-6,6.5,195.0,136,5.5,2.1,0.7,40.8,17.7,59.6,48.4,13.6,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
